X,Y,Z
0.763741,0.389145,0.515039
0.771634,0.393167,0.500001
0.779292,0.397069,0.48481
0.786712,0.400849,0.469472
0.793892,0.404508,0.453991
0.800831,0.408043,0.438372
0.807526,0.411455,0.422619
0.813975,0.41474,0.406738
0.820176,0.4179,0.390732
0.826127,0.420932,0.374608
0.831826,0.423836,0.358369
0.837272,0.426611,0.342021
0.842463,0.429256,0.325569
0.847397,0.43177,0.309018
0.852074,0.434153,0.292373
0.85649,0.436403,0.275638
0.860646,0.438521,0.25882
0.86454,0.440505,0.241923
0.86817,0.442354,0.224952
0.871536,0.444069,0.207913
0.874636,0.445649,0.19081
0.87747,0.447093,0.173649
0.880037,0.448401,0.156436
0.882335,0.449572,0.139174
0.884365,0.450606,0.121871
0.886126,0.451503,0.10453
0.887616,0.452263,0.087157
0.888836,0.452884,0.0697577
0.889786,0.453368,0.0523372
0.890464,0.453714,0.0349008
0.890871,0.453921,0.0174537
0.891007,0.45399,1.32679e-006
-0.882948,-0.469471,1.32679e-006
-0.882813,-0.4694,0.0174537
-0.88241,-0.469185,0.0349008
-0.881738,-0.468828,0.0523372
-0.880797,-0.468328,0.0697577
-0.879588,-0.467685,0.087157
-0.878111,-0.466899,0.10453
-0.876366,-0.465972,0.121871
-0.874355,-0.464902,0.139174
-0.872077,-0.463691,0.156436
-0.869534,-0.462339,0.173649
-0.866725,-0.460846,0.19081
-0.863653,-0.459212,0.207913
-0.860318,-0.457439,0.224952
-0.85672,-0.455526,0.241923
-0.852862,-0.453474,0.25882
-0.848744,-0.451285,0.275638
-0.844367,-0.448957,0.292373
-0.839733,-0.446493,0.309018
-0.834843,-0.443894,0.325569
-0.829699,-0.441158,0.342021
-0.824302,-0.438289,0.358369
-0.818655,-0.435286,0.374608
-0.812757,-0.43215,0.390732
-0.806613,-0.428883,0.406738
-0.800222,-0.425485,0.422619
-0.793588,-0.421958,0.438372
-0.786712,-0.418302,0.453991
-0.779596,-0.414518,0.469472
-0.772243,-0.410609,0.48481
-0.764655,-0.406574,0.500001
-0.756834,-0.402415,0.515039
-0.748782,-0.398134,0.52992
-0.740502,-0.393731,0.54464
-0.731996,-0.389209,0.559194
-0.723268,-0.384568,0.573577
-0.714319,-0.37981,0.587786
-0.705153,-0.374936,0.601816
-0.695772,-0.369948,0.615662
-0.686179,-0.364847,0.629321
-0.676377,-0.359636,0.642788
-0.666369,-0.354314,0.65606
-0.656158,-0.348885,0.669131
-0.645747,-0.343349,0.681999
-0.635139,-0.337709,0.694659
-0.624338,-0.331966,0.707107
-0.613347,-0.326122,0.71934
-0.602169,-0.320178,0.731354
-0.590807,-0.314137,0.743145
-0.579265,-0.308001,0.75471
-0.567547,-0.30177,0.766045
-0.555657,-0.295448,0.777146
-0.543597,-0.289035,0.788011
-0.531371,-0.282535,0.798636
-0.518983,-0.275948,0.809017
-0.506438,-0.269277,0.819152
-0.493738,-0.262525,0.829038
-0.480887,-0.255692,0.838671
-0.467891,-0.248782,0.848048
-0.454751,-0.241795,0.857168
-0.441474,-0.234735,0.866026
-0.428061,-0.227604,0.87462
-0.414519,-0.220403,0.882948
-0.40085,-0.213135,0.891007
-0.387059,-0.205802,0.898794
-0.37315,-0.198407,0.906308
-0.359127,-0.190951,0.913546
-0.344995,-0.183437,0.920505
-0.330758,-0.175867,0.927184
-0.31642,-0.168243,0.933581
-0.301986,-0.160568,0.939693
-0.287459,-0.152845,0.945519
-0.272846,-0.145074,0.951057
-0.258149,-0.13726,0.956305
-0.243373,-0.129404,0.961262
-0.228524,-0.121508,0.965926
-0.213604,-0.113575,0.970296
-0.19862,-0.105608,0.97437
-0.183575,-0.0976085,0.978148
-0.168474,-0.0895793,0.981627
-0.153322,-0.0815227,0.984808
-0.138123,-0.0734414,0.987688
-0.122882,-0.0653377,0.990268
-0.107604,-0.0572141,0.992546
-0.0922931,-0.0490731,0.994522
-0.0769539,-0.0409171,0.996195
-0.0615913,-0.0327486,0.997564
-0.0462099,-0.0245702,0.99863
-0.0308144,-0.0163843,0.999391
-0.0154096,-0.0081934,0.999848
2.89179e-015,1.53759e-015,1
0.0154096,0.0081934,0.999848
0.0308144,0.0163843,0.999391
0.0462099,0.0245702,0.99863
0.0615913,0.0327486,0.997564
0.0769539,0.0409171,0.996195
0.0922931,0.0490731,0.994522
0.107604,0.0572141,0.992546
0.122882,0.0653377,0.990268
0.138123,0.0734414,0.987688
0.153322,0.0815227,0.984808
0.168474,0.0895793,0.981627
0.183575,0.0976085,0.978148
0.19862,0.105608,0.97437
0.213604,0.113575,0.970296
0.228524,0.121508,0.965926
0.243373,0.129404,0.961262
0.258149,0.13726,0.956305
0.272846,0.145074,0.951057
0.287459,0.152845,0.945519
0.301986,0.160568,0.939693
0.31642,0.168243,0.933581
0.330758,0.175867,0.927184
0.344995,0.183437,0.920505
0.359127,0.190951,0.913546
0.37315,0.198407,0.906308
0.387059,0.205802,0.898794
0.40085,0.213135,0.891007
0.414519,0.220403,0.882948
0.428061,0.227604,0.87462
0.441474,0.234735,0.866026
0.454751,0.241795,0.857168
0.467891,0.248782,0.848048
0.480887,0.255692,0.838671
0.493738,0.262525,0.829038
0.506438,0.269277,0.819152
0.518983,0.275948,0.809017
0.531371,0.282535,0.798636
0.543597,0.289035,0.788011
0.555657,0.295448,0.777146
0.567547,0.30177,0.766045
0.579265,0.308001,0.75471
0.590807,0.314137,0.743145
0.602169,0.320178,0.731354
0.613347,0.326122,0.71934
0.624338,0.331966,0.707107
0.635139,0.337709,0.694659
0.645747,0.343349,0.681999
0.656158,0.348885,0.669131
0.666369,0.354314,0.65606
0.676377,0.359636,0.642788
0.686179,0.364847,0.629321
0.695772,0.369948,0.615662
0.705153,0.374936,0.601816
0.714319,0.37981,0.587786
0.723268,0.384568,0.573577
0.731996,0.389209,0.559194
0.740502,0.393731,0.54464
0.748782,0.398134,0.52992
0.756834,0.402415,0.515039
0.764655,0.406574,0.500001
0.772243,0.410609,0.48481
0.779596,0.414518,0.469472
0.786712,0.418302,0.453991
0.793588,0.421958,0.438372
0.800222,0.425485,0.422619
0.806613,0.428883,0.406738
0.812757,0.43215,0.390732
0.818655,0.435286,0.374608
0.824302,0.438289,0.358369
0.829699,0.441158,0.342021
0.834843,0.443894,0.325569
0.839733,0.446493,0.309018
0.844367,0.448957,0.292373
0.848744,0.451285,0.275638
0.852862,0.453474,0.25882
0.85672,0.455526,0.241923
0.860318,0.457439,0.224952
0.863653,0.459212,0.207913
0.866725,0.460846,0.19081
0.869534,0.462339,0.173649
0.872077,0.463691,0.156436
0.874355,0.464902,0.139174
0.876366,0.465972,0.121871
0.878111,0.466899,0.10453
0.879588,0.467685,0.087157
0.880797,0.468328,0.0697577
0.881738,0.468828,0.0523372
0.88241,0.469185,0.0349008
0.882813,0.4694,0.0174537
0.882948,0.469471,1.32679e-006
-0.87462,-0.484809,1.32679e-006
-0.874487,-0.484735,0.0174537
-0.874087,-0.484514,0.0349008
-0.873421,-0.484145,0.0523372
-0.872489,-0.483628,0.0697577
-0.871292,-0.482964,0.087157
-0.869829,-0.482153,0.10453
-0.8681,-0.481195,0.121871
-0.866108,-0.480091,0.139174
-0.863852,-0.47884,0.156436
-0.861332,-0.477444,0.173649
-0.85855,-0.475902,0.19081
-0.855507,-0.474215,0.207913
-0.852203,-0.472383,0.224952
-0.84864,-0.470408,0.241923
-0.844818,-0.46829,0.25882
-0.840738,-0.466028,0.275638
-0.836403,-0.463625,0.292373
-0.831813,-0.461081,0.309018
-0.826969,-0.458396,0.325569
-0.821874,-0.455572,0.342021
-0.816528,-0.452608,0.358369
-0.810933,-0.449507,0.374608
-0.805092,-0.446269,0.390732
-0.799005,-0.442895,0.406738
-0.792674,-0.439386,0.422619
-0.786103,-0.435743,0.438372
-0.779292,-0.431968,0.453991
-0.772243,-0.428061,0.469472
-0.764959,-0.424024,0.48481
-0.757443,-0.419857,0.500001
-0.749695,-0.415562,0.515039
-0.741719,-0.411141,0.52992
-0.733518,-0.406595,0.54464
-0.725092,-0.401925,0.559194
-0.716446,-0.397132,0.573577
-0.707582,-0.392219,0.587786
-0.698502,-0.387186,0.601816
-0.689209,-0.382035,0.615662
-0.679707,-0.376767,0.629321
-0.669997,-0.371385,0.642788
-0.660084,-0.36589,0.65606
-0.649969,-0.360283,0.669131
-0.639656,-0.354567,0.681999
-0.629149,-0.348742,0.694659
-0.618449,-0.342812,0.707107
-0.607562,-0.336777,0.71934
-0.596489,-0.330639,0.731354
-0.585235,-0.3244,0.743145
-0.573802,-0.318063,0.75471
-0.562194,-0.311629,0.766045
-0.550416,-0.3051,0.777146
-0.538469,-0.298478,0.788011
-0.526359,-0.291765,0.798636
-0.514088,-0.284964,0.809017
-0.501661,-0.278075,0.819152
-0.489081,-0.271102,0.829038
-0.476352,-0.264046,0.838671
-0.463478,-0.25691,0.848048
-0.450462,-0.249695,0.857168
-0.43731,-0.242404,0.866026
-0.424024,-0.23504,0.87462
-0.410609,-0.227604,0.882948
-0.397069,-0.220099,0.891007
-0.383408,-0.212526,0.898794
-0.36963,-0.204889,0.906308
-0.35574,-0.19719,0.913546
-0.341741,-0.18943,0.920505
-0.327638,-0.181613,0.927184
-0.313435,-0.17374,0.933581
-0.299137,-0.165814,0.939693
-0.284748,-0.157838,0.945519
-0.270272,-0.149814,0.951057
-0.255714,-0.141744,0.956305
-0.241078,-0.133631,0.961262
-0.226368,-0.125478,0.965926
-0.21159,-0.117286,0.970296
-0.196747,-0.109058,0.97437
-0.181844,-0.100797,0.978148
-0.166885,-0.0925059,0.981627
-0.151876,-0.0841862,0.984808
-0.136821,-0.0758408,0.987688
-0.121723,-0.0674723,0.990268
-0.106589,-0.0590833,0.992546
-0.0914226,-0.0506763,0.994522
-0.0762281,-0.0422539,0.996195
-0.0610103,-0.0338186,0.997564
-0.045774,-0.0253729,0.99863
-0.0305238,-0.0169196,0.999391
-0.0152642,-0.00846108,0.999848
2.86452e-015,1.58783e-015,1
0.0152642,0.00846108,0.999848
0.0305238,0.0169196,0.999391
0.045774,0.0253729,0.99863
0.0610103,0.0338186,0.997564
0.0762281,0.0422539,0.996195
0.0914226,0.0506763,0.994522
0.106589,0.0590833,0.992546
0.121723,0.0674723,0.990268
0.136821,0.0758408,0.987688
0.151876,0.0841862,0.984808
0.166885,0.0925059,0.981627
0.181844,0.100797,0.978148
0.196747,0.109058,0.97437
0.21159,0.117286,0.970296
0.226368,0.125478,0.965926
0.241078,0.133631,0.961262
0.255714,0.141744,0.956305
0.270272,0.149814,0.951057
0.284748,0.157838,0.945519
0.299137,0.165814,0.939693
0.313435,0.17374,0.933581
0.327638,0.181613,0.927184
0.341741,0.18943,0.920505
0.35574,0.19719,0.913546
0.36963,0.204889,0.906308
0.383408,0.212526,0.898794
0.397069,0.220099,0.891007
0.410609,0.227604,0.882948
0.424024,0.23504,0.87462
0.43731,0.242404,0.866026
0.450462,0.249695,0.857168
0.463478,0.25691,0.848048
0.476352,0.264046,0.838671
0.489081,0.271102,0.829038
0.501661,0.278075,0.819152
0.514088,0.284964,0.809017
0.526359,0.291765,0.798636
0.538469,0.298478,0.788011
0.550416,0.3051,0.777146
0.562194,0.311629,0.766045
0.573802,0.318063,0.75471
0.585235,0.3244,0.743145
0.596489,0.330639,0.731354
0.607562,0.336777,0.71934
0.618449,0.342812,0.707107
0.629149,0.348742,0.694659
0.639656,0.354567,0.681999
0.649969,0.360283,0.669131
0.660084,0.36589,0.65606
0.669997,0.371385,0.642788
0.679707,0.376767,0.629321
0.689209,0.382035,0.615662
0.698502,0.387186,0.601816
0.707582,0.392219,0.587786
0.716446,0.397132,0.573577
0.725092,0.401925,0.559194
0.733518,0.406595,0.54464
0.741719,0.411141,0.52992
0.749695,0.415562,0.515039
0.757443,0.419857,0.500001
0.764959,0.424024,0.48481
0.772243,0.428061,0.469472
0.779292,0.431968,0.453991
0.786103,0.435743,0.438372
0.792674,0.439386,0.422619
0.799005,0.442895,0.406738
0.805092,0.446269,0.390732
0.810933,0.449507,0.374608
0.816528,0.452608,0.358369
0.821874,0.455572,0.342021
0.826969,0.458396,0.325569
0.831813,0.461081,0.309018
0.836403,0.463625,0.292373
0.840738,0.466028,0.275638
0.844818,0.46829,0.25882
0.84864,0.470408,0.241923
0.852203,0.472383,0.224952
0.855507,0.474215,0.207913
0.85855,0.475902,0.19081
0.861332,0.477444,0.173649
0.863852,0.47884,0.156436
0.866108,0.480091,0.139174
0.8681,0.481195,0.121871
0.869829,0.482153,0.10453
0.871292,0.482964,0.087157
0.872489,0.483628,0.0697577
0.873421,0.484145,0.0523372
0.874087,0.484514,0.0349008
0.874487,0.484735,0.0174537
0.87462,0.484809,1.32679e-006
-0.866026,-0.5,1.32679e-006
-0.865894,-0.499923,0.0174537
-0.865498,-0.499695,0.0349008
-0.864839,-0.499314,0.0523372
-0.863916,-0.498782,0.0697577
-0.86273,-0.498097,0.087157
-0.861281,-0.497261,0.10453
-0.85957,-0.496273,0.121871
-0.857597,-0.495134,0.139174
-0.855363,-0.493844,0.156436
-0.852869,-0.492403,0.173649
-0.850114,-0.490813,0.19081
-0.847101,-0.489073,0.207913
-0.843829,-0.487185,0.224952
-0.840301,-0.485147,0.241923
-0.836516,-0.482962,0.25882
-0.832477,-0.48063,0.275638
-0.828184,-0.478152,0.292373
-0.823639,-0.475528,0.309018
-0.818843,-0.472759,0.325569
-0.813798,-0.469846,0.342021
-0.808504,-0.46679,0.358369
-0.802965,-0.463591,0.374608
-0.79718,-0.460252,0.390732
-0.791153,-0.456772,0.406738
-0.784885,-0.453153,0.422619
-0.778378,-0.449396,0.438372
-0.771634,-0.445503,0.453991
-0.764655,-0.441473,0.469472
-0.757443,-0.437309,0.48481
-0.75,-0.433012,0.500001
-0.742328,-0.428583,0.515039
-0.734431,-0.424023,0.52992
-0.72631,-0.419335,0.54464
-0.717967,-0.414518,0.559194
-0.709406,-0.409575,0.573577
-0.700629,-0.404508,0.587786
-0.691638,-0.399317,0.601816
-0.682437,-0.394005,0.615662
-0.673028,-0.388572,0.629321
-0.663414,-0.383022,0.642788
-0.653597,-0.377354,0.65606
-0.643582,-0.371572,0.669131
-0.633371,-0.365676,0.681999
-0.622966,-0.359669,0.694659
-0.612372,-0.353553,0.707107
-0.601592,-0.347329,0.71934
-0.590628,-0.340999,0.731354
-0.579484,-0.334565,0.743145
-0.568164,-0.328029,0.75471
-0.55667,-0.321393,0.766045
-0.545007,-0.31466,0.777146
-0.533178,-0.30783,0.788011
-0.521187,-0.300907,0.798636
-0.509037,-0.293892,0.809017
-0.496732,-0.286788,0.819152
-0.484275,-0.279596,0.829038
-0.471671,-0.272319,0.838671
-0.458923,-0.264959,0.848048
-0.446036,-0.257519,0.857168
-0.433012,-0.25,0.866026
-0.419857,-0.242404,0.87462
-0.406574,-0.234735,0.882948
-0.393167,-0.226995,0.891007
-0.37964,-0.219185,0.898794
-0.365998,-0.211309,0.906308
-0.352244,-0.203368,0.913546
-0.338383,-0.195365,0.920505
-0.324419,-0.187303,0.927184
-0.310356,-0.179184,0.933581
-0.296198,-0.17101,0.939693
-0.28195,-0.162784,0.945519
-0.267616,-0.154508,0.951057
-0.253201,-0.146186,0.956305
-0.238709,-0.137818,0.961262
-0.224144,-0.129409,0.965926
-0.20951,-0.120961,0.970296
-0.194813,-0.112475,0.97437
-0.180057,-0.103956,0.978148
-0.165245,-0.0954043,0.981627
-0.150384,-0.0868239,0.984808
-0.135476,-0.0782171,0.987688
-0.120527,-0.0695864,0.990268
-0.105542,-0.0609346,0.992546
-0.0905243,-0.0522641,0.994522
-0.075479,-0.0435778,0.996195
-0.0604108,-0.0348782,0.997564
-0.0453242,-0.0261679,0.99863
-0.0302238,-0.0174497,0.999391
-0.0151142,-0.00872619,0.999848
2.83637e-015,1.63758e-015,1
0.0151142,0.00872619,0.999848
0.0302238,0.0174497,0.999391
0.0453242,0.0261679,0.99863
0.0604108,0.0348782,0.997564
0.075479,0.0435778,0.996195
0.0905243,0.0522641,0.994522
0.105542,0.0609346,0.992546
0.120527,0.0695864,0.990268
0.135476,0.0782171,0.987688
0.150384,0.0868239,0.984808
0.165245,0.0954043,0.981627
0.180057,0.103956,0.978148
0.194813,0.112475,0.97437
0.20951,0.120961,0.970296
0.224144,0.129409,0.965926
0.238709,0.137818,0.961262
0.253201,0.146186,0.956305
0.267616,0.154508,0.951057
0.28195,0.162784,0.945519
0.296198,0.17101,0.939693
0.310356,0.179184,0.933581
0.324419,0.187303,0.927184
0.338383,0.195365,0.920505
0.352244,0.203368,0.913546
0.365998,0.211309,0.906308
0.37964,0.219185,0.898794
0.393167,0.226995,0.891007
0.406574,0.234735,0.882948
0.419857,0.242404,0.87462
0.433012,0.25,0.866026
0.446036,0.257519,0.857168
0.458923,0.264959,0.848048
0.471671,0.272319,0.838671
0.484275,0.279596,0.829038
0.496732,0.286788,0.819152
0.509037,0.293892,0.809017
0.521187,0.300907,0.798636
0.533178,0.30783,0.788011
0.545007,0.31466,0.777146
0.55667,0.321393,0.766045
0.568164,0.328029,0.75471
0.579484,0.334565,0.743145
0.590628,0.340999,0.731354
0.601592,0.347329,0.71934
0.612372,0.353553,0.707107
0.622966,0.359669,0.694659
0.633371,0.365676,0.681999
0.643582,0.371572,0.669131
0.653597,0.377354,0.65606
0.663414,0.383022,0.642788
0.673028,0.388572,0.629321
0.682437,0.394005,0.615662
0.691638,0.399317,0.601816
0.700629,0.404508,0.587786
0.709406,0.409575,0.573577
0.717967,0.414518,0.559194
0.72631,0.419335,0.54464
0.734431,0.424023,0.52992
0.742328,0.428583,0.515039
0.75,0.433012,0.500001
0.757443,0.437309,0.48481
0.764655,0.441473,0.469472
0.771634,0.445503,0.453991
0.778378,0.449396,0.438372
0.784885,0.453153,0.422619
0.791153,0.456772,0.406738
0.79718,0.460252,0.390732
0.802965,0.463591,0.374608
0.808504,0.46679,0.358369
0.813798,0.469846,0.342021
0.818843,0.472759,0.325569
0.823639,0.475528,0.309018
0.828184,0.478152,0.292373
0.832477,0.48063,0.275638
0.836516,0.482962,0.25882
0.840301,0.485147,0.241923
0.843829,0.487185,0.224952
0.847101,0.489073,0.207913
0.850114,0.490813,0.19081
0.852869,0.492403,0.173649
0.855363,0.493844,0.156436
0.857597,0.495134,0.139174
0.85957,0.496273,0.121871
0.861281,0.497261,0.10453
0.86273,0.498097,0.087157
0.863916,0.498782,0.0697577
0.864839,0.499314,0.0523372
0.865498,0.499695,0.0349008
0.865894,0.499923,0.0174537
0.866026,0.5,1.32679e-006
-0.857168,-0.515038,1.32679e-006
-0.857037,-0.514959,0.0174537
-0.856645,-0.514724,0.0349008
-0.855993,-0.514332,0.0523372
-0.855079,-0.513783,0.0697577
-0.853906,-0.513078,0.087157
-0.852472,-0.512216,0.10453
-0.850778,-0.511199,0.121871
-0.848825,-0.510025,0.139174
-0.846614,-0.508697,0.156436
-0.844145,-0.507213,0.173649
-0.841419,-0.505575,0.19081
-0.838436,-0.503783,0.207913
-0.835198,-0.501837,0.224952
-0.831706,-0.499739,0.241923
-0.82796,-0.497488,0.25882
-0.823962,-0.495086,0.275638
-0.819713,-0.492533,0.292373
-0.815214,-0.48983,0.309018
-0.810468,-0.486978,0.325569
-0.805474,-0.483977,0.342021
-0.800235,-0.480829,0.358369
-0.794752,-0.477534,0.374608
-0.789027,-0.474094,0.390732
-0.783061,-0.47051,0.406738
-0.776857,-0.466782,0.422619
-0.770417,-0.462913,0.438372
-0.763742,-0.458902,0.453991
-0.756834,-0.454751,0.469472
-0.749695,-0.450462,0.48481
-0.742328,-0.446035,0.500001
-0.734736,-0.441473,0.515039
-0.726919,-0.436776,0.52992
-0.718881,-0.431947,0.54464
-0.710624,-0.426985,0.559194
-0.70215,-0.421894,0.573577
-0.693463,-0.416674,0.587786
-0.684564,-0.411327,0.601816
-0.675457,-0.405855,0.615662
-0.666144,-0.400259,0.629321
-0.656628,-0.394542,0.642788
-0.646912,-0.388704,0.65606
-0.636999,-0.382747,0.669131
-0.626892,-0.376674,0.681999
-0.616594,-0.370487,0.694659
-0.606109,-0.364186,0.707107
-0.595438,-0.357775,0.71934
-0.584586,-0.351255,0.731354
-0.573557,-0.344627,0.743145
-0.562352,-0.337895,0.75471
-0.550976,-0.33106,0.766045
-0.539433,-0.324123,0.777146
-0.527725,-0.317089,0.788011
-0.515856,-0.309957,0.798636
-0.50383,-0.302731,0.809017
-0.491651,-0.295413,0.819152
-0.479322,-0.288005,0.829038
-0.466847,-0.280509,0.838671
-0.454229,-0.272928,0.848048
-0.441474,-0.265264,0.857168
-0.428583,-0.257519,0.866026
-0.415563,-0.249695,0.87462
-0.402415,-0.241795,0.882948
-0.389146,-0.233822,0.891007
-0.375757,-0.225777,0.898794
-0.362254,-0.217664,0.906308
-0.348641,-0.209485,0.913546
-0.334922,-0.201241,0.920505
-0.3211,-0.192936,0.927184
-0.307181,-0.184573,0.933581
-0.293168,-0.176153,0.939693
-0.279066,-0.16768,0.945519
-0.264879,-0.159155,0.951057
-0.250611,-0.150582,0.956305
-0.236267,-0.141964,0.961262
-0.221851,-0.133301,0.965926
-0.207367,-0.124599,0.970296
-0.192821,-0.115858,0.97437
-0.178215,-0.107082,0.978148
-0.163555,-0.0982737,0.981627
-0.148845,-0.0894353,0.984808
-0.13409,-0.0805696,0.987688
-0.119295,-0.0716793,0.990268
-0.104462,-0.0627673,0.992546
-0.0895983,-0.0538361,0.994522
-0.074707,-0.0448885,0.996195
-0.0597929,-0.0359272,0.997564
-0.0448606,-0.026955,0.99863
-0.0299147,-0.0179745,0.999391
-0.0149596,-0.00898864,0.999848
2.80736e-015,1.68683e-015,1
0.0149596,0.00898864,0.999848
0.0299147,0.0179745,0.999391
0.0448606,0.026955,0.99863
0.0597929,0.0359272,0.997564
0.074707,0.0448885,0.996195
0.0895983,0.0538361,0.994522
0.104462,0.0627673,0.992546
0.119295,0.0716793,0.990268
0.13409,0.0805696,0.987688
0.148845,0.0894353,0.984808
0.163555,0.0982737,0.981627
0.178215,0.107082,0.978148
0.192821,0.115858,0.97437
0.207367,0.124599,0.970296
0.221851,0.133301,0.965926
0.236267,0.141964,0.961262
0.250611,0.150582,0.956305
0.264879,0.159155,0.951057
0.279066,0.16768,0.945519
0.293168,0.176153,0.939693
0.307181,0.184573,0.933581
0.3211,0.192936,0.927184
0.334922,0.201241,0.920505
0.348641,0.209485,0.913546
0.362254,0.217664,0.906308
0.375757,0.225777,0.898794
0.389146,0.233822,0.891007
0.402415,0.241795,0.882948
0.415563,0.249695,0.87462
0.428583,0.257519,0.866026
0.441474,0.265264,0.857168
0.454229,0.272928,0.848048
0.466847,0.280509,0.838671
0.479322,0.288005,0.829038
0.491651,0.295413,0.819152
0.50383,0.302731,0.809017
0.515856,0.309957,0.798636
0.527725,0.317089,0.788011
0.539433,0.324123,0.777146
0.550976,0.33106,0.766045
0.562352,0.337895,0.75471
0.573557,0.344627,0.743145
0.584586,0.351255,0.731354
0.595438,0.357775,0.71934
0.606109,0.364186,0.707107
0.616594,0.370487,0.694659
0.626892,0.376674,0.681999
0.636999,0.382747,0.669131
0.646912,0.388704,0.65606
0.656628,0.394542,0.642788
0.666144,0.400259,0.629321
0.675457,0.405855,0.615662
0.684564,0.411327,0.601816
0.693463,0.416674,0.587786
0.70215,0.421894,0.573577
0.710624,0.426985,0.559194
0.718881,0.431947,0.54464
0.726919,0.436776,0.52992
0.734736,0.441473,0.515039
0.742328,0.446035,0.500001
0.749695,0.450462,0.48481
0.756834,0.454751,0.469472
0.763742,0.458902,0.453991
0.770417,0.462913,0.438372
0.776857,0.466782,0.422619
0.783061,0.47051,0.406738
0.789027,0.474094,0.390732
0.794752,0.477534,0.374608
0.800235,0.480829,0.358369
0.805474,0.483977,0.342021
0.810468,0.486978,0.325569
0.815214,0.48983,0.309018
0.819713,0.492533,0.292373
0.823962,0.495086,0.275638
0.82796,0.497488,0.25882
0.831706,0.499739,0.241923
0.835198,0.501837,0.224952
0.838436,0.503783,0.207913
0.841419,0.505575,0.19081
0.844145,0.507213,0.173649
0.846614,0.508697,0.156436
0.848825,0.510025,0.139174
0.850778,0.511199,0.121871
0.852472,0.512216,0.10453
0.853906,0.513078,0.087157
0.855079,0.513783,0.0697577
0.855993,0.514332,0.0523372
0.856645,0.514724,0.0349008
0.857037,0.514959,0.0174537
0.857168,0.515038,1.32679e-006
-0.848048,-0.529919,1.32679e-006
-0.847919,-0.529838,0.0174537
-0.847532,-0.529596,0.0349008
-0.846886,-0.529193,0.0523372
-0.845982,-0.528628,0.0697577
-0.844821,-0.527902,0.087157
-0.843403,-0.527016,0.10453
-0.841727,-0.525969,0.121871
-0.839795,-0.524762,0.139174
-0.837607,-0.523395,0.156436
-0.835164,-0.521868,0.173649
-0.832467,-0.520183,0.19081
-0.829516,-0.518339,0.207913
-0.826313,-0.516337,0.224952
-0.822857,-0.514178,0.241923
-0.819152,-0.511862,0.25882
-0.815196,-0.509391,0.275638
-0.810992,-0.506764,0.292373
-0.806542,-0.503983,0.309018
-0.801845,-0.501048,0.325569
-0.796904,-0.497961,0.342021
-0.791721,-0.494722,0.358369
-0.786296,-0.491332,0.374608
-0.780632,-0.487793,0.390732
-0.77473,-0.484105,0.406738
-0.768592,-0.480269,0.422619
-0.76222,-0.476288,0.438372
-0.755616,-0.472161,0.453991
-0.748782,-0.46789,0.469472
-0.741719,-0.463477,0.48481
-0.734431,-0.458923,0.500001
-0.726919,-0.454229,0.515039
-0.719185,-0.449396,0.52992
-0.711233,-0.444427,0.54464
-0.703064,-0.439322,0.559194
-0.69468,-0.434084,0.573577
-0.686085,-0.428713,0.587786
-0.677281,-0.423212,0.601816
-0.668271,-0.417582,0.615662
-0.659057,-0.411824,0.629321
-0.649642,-0.405941,0.642788
-0.64003,-0.399935,0.65606
-0.630222,-0.393806,0.669131
-0.620223,-0.387558,0.681999
-0.610035,-0.381191,0.694659
-0.59966,-0.374709,0.707107
-0.589103,-0.368112,0.71934
-0.578367,-0.361404,0.731354
-0.567455,-0.354585,0.743145
-0.556369,-0.347658,0.75471
-0.545115,-0.340625,0.766045
-0.533694,-0.333489,0.777146
-0.52211,-0.32625,0.788011
-0.510368,-0.318913,0.798636
-0.49847,-0.311478,0.809017
-0.48642,-0.303949,0.819152
-0.474222,-0.296327,0.829038
-0.46188,-0.288614,0.838671
-0.449397,-0.280814,0.848048
-0.436777,-0.272928,0.857168
-0.424024,-0.264959,0.866026
-0.411142,-0.25691,0.87462
-0.398134,-0.248782,0.882948
-0.385006,-0.240578,0.891007
-0.37176,-0.232301,0.898794
-0.3584,-0.223953,0.906308
-0.344932,-0.215537,0.913546
-0.331359,-0.207056,0.920505
-0.317684,-0.198511,0.927184
-0.303913,-0.189906,0.933581
-0.290049,-0.181243,0.939693
-0.276097,-0.172525,0.945519
-0.262061,-0.163754,0.951057
-0.247945,-0.154933,0.956305
-0.233754,-0.146065,0.961262
-0.219491,-0.137153,0.965926
-0.205161,-0.128199,0.970296
-0.190769,-0.119206,0.97437
-0.176319,-0.110176,0.978148
-0.161815,-0.101113,0.981627
-0.147262,-0.0920194,0.984808
-0.132664,-0.0828975,0.987688
-0.118025,-0.0737504,0.990268
-0.103351,-0.0645808,0.992546
-0.0886451,-0.0553916,0.994522
-0.0739122,-0.0461854,0.996195
-0.0591568,-0.0369652,0.997564
-0.0443834,-0.0277338,0.99863
-0.0295964,-0.0184939,0.999391
-0.0148005,-0.00924835,0.999848
2.77749e-015,1.73557e-015,1
0.0148005,0.00924835,0.999848
0.0295964,0.0184939,0.999391
0.0443834,0.0277338,0.99863
0.0591568,0.0369652,0.997564
0.0739122,0.0461854,0.996195
0.0886451,0.0553916,0.994522
0.103351,0.0645808,0.992546
0.118025,0.0737504,0.990268
0.132664,0.0828975,0.987688
